id,text,geo1,geo2,party,Region
8.39137E+017, Amsterdam - Ivm overval Jan v Galenstraat op zoek naar man  donkere jas  blauwgroene trainingsbroek en blauwgrijze...https://t.co/HK0rZ3TAfb,52.37496934,4.86188518,3,3
8.39137E+017, File op A27 Langzaam rijdend tot stilstaand verkeer #A27 #A27_HIL #file #fileleed #verkeer https://t.co/JcdoVs15YB,52.19008,5.18553,4,4
8.39137E+017, File op A1 Langzaam rijdend tot stilstaand verkeer #A1 #A1_QJZ #file #fileleed #verkeer https://t.co/4mr69YZjbB,52.28271,5.18378,5,1
8.39137E+017, Fit worden en tegelijkertijd je zwemtechniek verbeteren? Dat gaat sneller dan je denkt met… https://t.co/YOWgAlbXG4,52.35428,4.91275,6,2
8.39137E+017, Tgv (@ Spoor 5/6 in Schiphol  Noord-Holland) https://t.co/RzC3T6NTwP,52.30914634,4.7616784,7,3
8.39137E+017, De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471471,4.813427,8,4
8.39138E+017, B1 13163 Rit 28119 Amsterdam Dr. Jan van Breemenstraat 1056AB 2 Jan van Breemen Instituut https://t.co/Cg9S9pQ5tk #p2000,52.3714496,4.843809,9,1
8.39138E+017, File op A12 Stilstaand verkeer #A12 #A12_MMN #file #fileleed #verkeer https://t.co/cplw2Pmapa,52.05892,5.15765,10,2
8.39138E+017, Namaste 🙏🏻 #lovestars #Rove #Stars @ Allerlei by SanaFeet https://t.co/E3SEF5rD3V,52.30816,4.63031,2,3
8.39139E+017, Koningin proeft uitgebreid bij Koppert Cress https://t.co/dkWrJK8LJs #Royalty,52.37297981,4.89144534,3,4
8.39139E+017, Prio: 1 Overval Jan van Galenstraat 1056BJ Amsterdam https://t.co/MpkaEBLaWR #p2000,52.3749618,4.8618173,4,1
8.39139E+017, #AMSTERDAM #AML | Prio: 1 Overval Jan van Galenstraat 1056BJ Amsterdam | https://t.co/jXw9jZFcbv,52.375167,4.863528,5,2
8.3914E+017, File op N35 Stilstaand verkeer #N35 #N35_HEI #file #fileleed #verkeer https://t.co/FilbYSKlUn,52.42095,6.24612,6,3
8.3914E+017, File op A7 Stilstaand verkeer #A7 #A7_ZAA #file #fileleed #verkeer https://t.co/UqoTZ6sl1I,52.45662,4.84385,7,4
8.3914E+017, #R1/Ring Antwerpen Ring 2 (Nederland) ter hoogte van Kennedytunnel De weg is vrijgemaakt sinds 07/03/2017 16:44,51.20665,4.3706,8,1
8.3914E+017, A1 13342 Rit 28121 Amsterdam Bilderdijkkade Kinkerstraat https://t.co/Tpyf3XCRpv #p2000,52.3711304,4.8679311,2,2
8.3914E+017, A1 13108 Rit 28122 Amsterdam Bilderdijkkade th Kinkerstraat https://t.co/WJmeSq4VRU #p2000,52.3711304,4.8679311,3,3
8.39141E+017, Nu ook voor je ontbijtje op IJ'tje. Milde bio yoghurt  granola  banaan en aardbei. Zien we je… https://t.co/dfhg8zLn5F,52.35185974,5.00179053,4,4
8.39141E+017, File op A4 Stilstaand verkeer #A4 #A4_RRD #file #fileleed #verkeer https://t.co/ZbstLu7SUd,52.2427,4.6613,5,1
8.39141E+017, File op A58 Stilstaand verkeer #A58 #A58_IZD #file #fileleed #verkeer https://t.co/2SQyqS3rSx,51.53832,4.99942,2,2
8.39141E+017, File op A12 Stilstaand verkeer #A12 #A12_KJT #file #fileleed #verkeer https://t.co/nCDBpj1M23,52.06166,5.16729,3,3
8.39141E+017, P 1 Brand Industrie (Zeer Grote Brand) (13GG02)   Schaafstraat 23 Amsterdam [ 13ALW ] https://t.co/17nhVEIUuq #p2000,52.3854996,4.9236307,4,4
8.39141E+017, #AMSTERDAM Opschaling | P 1 Brand Industrie (Zeer Grote Brand) (13GG02)   Schaafstraat __  Amsterdam [ 13ALW ] | https://t.co/zGMHjaCBzI,52.3854667,4.9238407,5,1
8.39141E+017, En samenwerking met de jongens van detweedejeugdNu ook tosti's op Westergas.  #espressofabriek… https://t.co/Iuaaq73ylf,52.38612,4.87194,6,2
8.39142E+017, File op A50 Stilstaand verkeer #A50 #A50_PIH #file #fileleed #verkeer https://t.co/DgksNk94AB,51.87142,5.72729,7,3
8.39142E+017, B1 13406 Rit 28125 Amsterdam Tweede Constantijn Huygensstraat 1054CP 39 SPOR https://t.co/Q5GYFKJa5M #p2000,52.3632466,4.8731433,8,4
8.39142E+017, B1 13408 Rit 28126 Amsterdam De Boelelaan 1081HV 1117 VU 5D Holding cardiologie https://t.co/rKfrqlifMO #p2000,52.3349075,4.8731634,9,1
8.39142E+017, A1 13114 Rit 28127 Amsterdam Hoofdweg 1057CZ 307 H https://t.co/ErLSM3CbR6 #p2000,52.3686432,4.8517315,10,2
8.39143E+017, Ff bedenken hoe het ook alweer zat 🤔 https://t.co/pPmQnqbxDt,52.35358853,4.94869038,2,3
8.39143E+017, File op E30 Stilstaand verkeer #E30 #E30_GHH #file #fileleed #verkeer https://t.co/oVjuemAELz,52.0929,5.17463,3,4
8.39143E+017, File op N44 Stilstaand verkeer #N44 #N44_WAS #file #fileleed #verkeer https://t.co/P4icTDieZ0,52.12776,4.39212,4,1
8.39144E+017, A2 13102 Rit 28129 Amsterdam C. van Eesterenlaan 1019JL 70 https://t.co/BPuZMDtqjk #p2000,52.371592,4.93842,5,2
8.39144E+017, #alarm Prio: 1 Overval Jan van Galenstraat 1056BJ Amsterdam - Jan van Galenstraat 215  1056 Amsterdam  Netherlands,52.373429,4.8532554,6,3
8.39144E+017, De #julianabrug in #zaandam #zaandijk ging open om 16:59 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen,52.471471,4.813427,7,4
8.39144E+017, #Software ontwikkeling Solution Designer - Voor onze klant in regio Amsterdam zoeken wij een Solution designer. W... https://t.co/rxCxDD8cG2,52.37403,4.88969,8,1
8.39144E+017, Beer time @ Heineken Bar Amsterdam https://t.co/7U2yjOjTpX,52.3750857,4.89766352,9,2
8.39145E+017, Mooi he... al die toetsen. @thijsboontjes @roxeannehazes @dwdd @ De Wereld Draait Door Studio https://t.co/W4jVm7D6ZV,52.38614,4.87329,10,3
8.39145E+017, File op A1 Langzaam rijdend tot stilstaand verkeer #A1 #A1_TQG #file #fileleed #verkeer https://t.co/x8nxNAyDp0,52.30582,5.14455,11,4
8.39145E+017, De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471471,4.813427,2,1
8.39145E+017, Wilks in Amsterdam #modelbehavior @ Amsterdam  Netherlands https://t.co/7zfiQ7yEQ8,52.3731,4.8922,3,2
8.39145E+017, #Informatie analyse Business Analyst - Voor onze klant in regio Amsterdam zoeken wij een Business Analyst voor re... https://t.co/EiiiBCLoO9,52.37403,4.88969,4,3
8.39146E+017, File op A27 Langzaam rijdend tot stilstaand verkeer #A27 #A27_PSK #file #fileleed #verkeer https://t.co/qMKTo0763O,52.12505,5.14742,5,4
8.39146E+017, File op A15 Stilstaand verkeer #A15 #A15_PSG #file #fileleed #verkeer https://t.co/TXyD1ChMY5,51.85757,4.65783,6,1
8.39146E+017, A1 13105 Rit 28132 Amsterdam Bertrand Russellstraat 1097HL 50 https://t.co/iU7vbJ7KF3 #p2000,52.3475919,4.9210324,7,2
8.39146E+017, #Egaylity -  Syrische kinderen plegen zelfmoord om aan gruwel te ontsnappen - Ongeveer vijf à zes maanden geleden… https://t.co/kWUejjfgCy,52.37722611,4.89824219,8,3
8.39146E+017, #Egaylity -  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het… https://t.co/UCJ0MFPohl,52.37722611,4.89824219,9,4
8.39146E+017, NL |  Homo in Beauty &amp; the Beast maakt Rusland boos - De regisseur maakte dit weekend namelijk bekend dat het… https://t.co/ebNvqbALzI,52.39398971,4.88725586,10,1
8.39146E+017, NL |  GGZ Nederland: Zorg bezwijkt onder regeldruk - Vinkjes zetten totdat je arm pijn doet: de regeldruk in de… https://t.co/VMdxVJUIYr,52.39398971,4.88725586,11,2
8.39146E+017, NL |  Hoeveel eiwitten heb je dagelijks nodig? - Eiwitten zijn samengesteld uit bouwstenen. Die worden aminozuren… https://t.co/ANF0Bj0IBb,52.39398971,4.88725586,3,3
8.39146E+017, #Egaylity -  Syrische kinderen plegen zelfmoord om aan gruwel te ontsnappen - Ongeveer vijf à zes maanden geleden… https://t.co/XlToAoudsT,52.44168021,4.90868926,4,4
8.39146E+017, #Egaylity -  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het… https://t.co/Cxl0C9ivSe,52.44168021,4.90868926,5,1
8.39146E+017, #Egaylity -  Syrische kinderen plegen zelfmoord om aan gruwel te ontsnappen - Ongeveer vijf à zes maanden geleden… https://t.co/yFweg0415o,52.37722611,4.89824219,6,2
8.39146E+017, #Egaylity -  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het… https://t.co/veJnnxFK4V,52.37722611,4.89824219,7,3
8.39147E+017, File op A50 Langzaam rijdend tot stilstaand verkeer #A50 #A50_SON #file #fileleed #verkeer https://t.co/XQF7CfsUid,51.51664,5.46871,8,4
8.39147E+017, File op A17 Stilstaand verkeer #A17 #A17_MOE #file #fileleed #verkeer https://t.co/xmEnQPGGq3,51.68686,4.63254,9,1
8.39147E+017, File op N233 Stilstaand verkeer #N233 #N233_RHE #file #fileleed #verkeer https://t.co/aWu7wPHh34,51.97676,5.57487,10,2
8.39147E+017, File op A1 Langzaam rijdend tot stilstaand verkeer #A1 #A1_RZQ #file #fileleed #verkeer https://t.co/FlgerqEaDN,52.30566,5.13865,11,3
8.39147E+017, File op A1 Stilstaand verkeer #A1 #A1_HOE #file #fileleed #verkeer https://t.co/fkDr7wL0lf,52.1759,5.42819,12,4
8.39147E+017, File op A58 Stilstaand verkeer #A58 #A58_MOE #file #fileleed #verkeer https://t.co/XC4gznXUDh,51.50855,5.27289,3,1
8.39148E+017, A1 13119 Rit 28133 Amsterdam Haarlemmerplein Haarlemmerdijk https://t.co/1a34UW6xx1 #p2000,52.3844928,4.8835721,4,2
8.39148E+017, Mooi zending binnen uit Haarlem van brouwerij #jopen en #brouwerijhetuiltje :M’n Opa  M’n Opa … https://t.co/iG6vqaJynL,52.50040534,4.76728163,5,3
8.39148E+017, Mooi zending binnen uit Haarlem van brouwerij #jopen en #brouwerijhetuiltje :M’n Opa  M’n Opa … https://t.co/R1W26IBvTF,52.50040534,4.76728163,3,4
8.39148E+017, File op A28 Stilstaand verkeer #A28 #A28_GHM #file #fileleed #verkeer https://t.co/XYq1Gr83T8,52.10513,5.25303,4,1
8.39148E+017, File op A50 Stilstaand verkeer #A50 #A50_EIN #file #fileleed #verkeer https://t.co/8EwwHmIzU5,51.50938,5.47085,5,2
8.39148E+017, File op N210 Stilstaand verkeer #N210 #N210_RPP #file #fileleed #verkeer https://t.co/uTrXwVjalp,51.91469,4.54161,6,3
8.39149E+017, @raymondvk ja  ik wel  maar de rp maakt maar even verbinding en dan valt ie uit 😔🤔,52.39070042,4.86743789,7,4
8.39149E+017, Ingecheckt voor de vlucht naar Kopenhagen morgen en moet je zien welke stoel ik kreeg… https://t.co/GVvMYCU3k6,52.3731,4.8922,8,1
8.39149E+017, @japio1966 @orgelgek @YessikaL1976 @MargreetM Je bent een bofkont Jaap. 😂😂 Maar ik nu ook😉😎,52.39072347,4.86740235,9,2
8.39149E+017, #ICDirect 945 (V 17:37 van Amsterdam Airport) naar Amsterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,52.30944443,4.76194429,10,3
8.39149E+017, AMSTERDAM: De burgernetactie nav de overval op de Jan van Galenstraat wordt bij deze afgesloten. De politie heef https://t.co/hBBO0Lgkwm,52.37496934,4.86188518,11,4
8.39149E+017, Amsterdam - De burgernetactie nav de overval op de Jan van Galenstraat wordt bij deze afgesloten. De politie heeft...https://t.co/HK0rZ3TAfb,52.37496934,4.86188518,3,1
8.3915E+017, File op A59 Stilstaand verkeer #A59 #A59_MKJ #file #fileleed #verkeer https://t.co/R1EOCrPAni,51.73876,5.5193,4,2
8.3915E+017, File op N256 Stilstaand verkeer #N256 #N256_COL #file #fileleed #verkeer https://t.co/BKBXdlRWPO,51.59676,3.87027,5,3
8.3915E+017, File op A15 Stilstaand verkeer #A15 #A15_WHQ #file #fileleed #verkeer https://t.co/PTKr3sEp0f,51.84054,4.93359,6,4
8.3915E+017, File op A50 Langzaam rijdend tot stilstaand verkeer #A50 #A50_KJG #file #fileleed #verkeer https://t.co/n9gcdYb9GJ,51.5534,5.478,7,1
8.3915E+017, De #julianabrug in #zaandam #zaandijk ging open om 17:23 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen,52.471471,4.813427,8,2
8.3915E+017, A2 13192 Rit 28139 Amsterdam Kometensingel 1033BW 52 De Satellietschool https://t.co/JxgjFastUl #p2000,52.4154236,4.8929543,9,3
8.3915E+017, 💞Mmm het heerlijke Mexicaanse eten proeven bij chiapas_taco_cartel met mijn vader gezellig🌮🌯🍴… https://t.co/9E2nawJbp1,52.35657,4.90004,3,4
8.39151E+017, Pompiedompiedom…..  wortelschieten voor sein 436🤔 https://t.co/mej8RtGzGO,52.39058634,4.86728844,4,1
8.39151E+017, File op A12 Langzaam rijdend tot stilstaand verkeer #A12 #A12_NIE #file #fileleed #verkeer https://t.co/SfJbXCcgRP,52.06741,4.8312,5,2
8.39151E+017, @CoreIce plaatste de tweet en hij kwam uit de stand stop 😂😂😂😂,52.39071798,4.86709759,6,3
8.39151E+017, A1 13118 Rit 28140 Amsterdam Molenwijk 1035EG 18 https://t.co/xd1R8FnSeY #p2000,52.4173824,4.8928442,3,4
8.39151E+017, De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471471,4.813427,4,1
8.39151E+017, @raymondvk straks dat ding wel ff resetten,52.39071798,4.86709759,5,2
8.39151E+017, #healthylife #fitgirl #lifestyle 😂😂😂 (@ McDonald's in Amsterdam  Noord-Holland) https://t.co/OWJpj4E7lV,52.33756891,4.92162156,6,3
8.39151E+017, Ops Engineer  CGI Nederland B.V. https://t.co/njfngQytZd #jobs #finland,53.199273,6.523948,7,4
8.39152E+017, #ICDirect 1056 (V 17:38 van Amsterdam Airport) naar Rotterdam Centraal is 6 minuten vertraagd.,52.30944443,4.76194429,8,1
8.39152E+017, @MargreetM hartstikke leuk! 😃,52.39489646,4.84333955,9,2
8.39152E+017, File op A2 Langzaam rijdend tot stilstaand verkeer #A2 #A2_IZQ #file #fileleed #verkeer https://t.co/pbovKCsMya,51.70475,5.34986,10,3
8.39152E+017, File op A15 Stilstaand verkeer #A15 #A15_ALB #file #fileleed #verkeer https://t.co/SPTtKAycVv,51.84781,4.68412,11,4
8.39152E+017, Sprankelend &amp; Fris ... net van de pers #vtwonen 3 #wooninspiratie #interieur #styling… https://t.co/AKf0ycjzKf,52.29289557,4.704269,3,1
8.39153E+017, #ICDirect 956 (V 17:53 van Amsterdam Airport) naar Breda is 10 minuten vertraagd.,52.30944443,4.76194429,4,2
8.39153E+017, File op S107 Stilstaand verkeer #S107 #S107_N21 #file #fileleed #verkeer https://t.co/yNWmUJ4bGt,51.9203,4.53456,5,3
8.39154E+017, File op N408 Stilstaand verkeer #N408 #N408_A12 #file #fileleed #verkeer https://t.co/lEMLP22nAL,52.04731,5.11795,6,4
8.39154E+017, File op A2 Stilstaand verkeer #A2 #A2_HIP #file #fileleed #verkeer https://t.co/GHNZCeenzE,51.70809,5.34599,7,1
8.39154E+017, File op A12 Langzaam rijdend tot stilstaand verkeer #A12 #A12_JND #file #fileleed #verkeer https://t.co/ZS3Y488boz,52.06638,4.8266,8,2
8.39154E+017, Lang geleden.... aanschuif workshop Indiaas Vegetarisch koken! Heb er weer zin in‼️🥒🥕🌶🍆🍅‼️ @… https://t.co/3FHGlhDadR,52.3551063,4.8895598,9,3
8.39155E+017, File op A50 Stilstaand verkeer #A50 #A50_BEE #file #fileleed #verkeer https://t.co/m95X8JFyh7,52.1966,6.01901,10,4
8.39155E+017, File op A2 Stilstaand verkeer #A2 #A2_RBN #file #fileleed #verkeer https://t.co/kmdZFOzYCt,52.12383,5.02187,11,1
8.39155E+017, File op A1 Langzaam rijdend tot stilstaand verkeer #A1 #A1_TBJ #file #fileleed #verkeer https://t.co/xuN00IycXG,52.27798,5.18514,12,2
8.39156E+017, File op A10 Stilstaand verkeer #A10 #A10_BGH #file #fileleed #verkeer https://t.co/4AAJC6lGXe,52.34041,4.95198,3,3
8.39156E+017, File op A2 Stilstaand verkeer #A2 #A2_BRE #file #fileleed #verkeer https://t.co/MMK2QlZAuV,52.13868,5.00573,4,4
8.39156E+017, File op N209 Stilstaand verkeer #N209 #N209_BLO #file #fileleed #verkeer https://t.co/zmtKntxD7B,52.02058,4.53457,5,1
8.39156E+017, File op A12 Langzaam rijdend tot stilstaand verkeer #A12 #A12_DQQ #file #fileleed #verkeer https://t.co/xvGK4Y85mj,52.06035,5.20732,6,2
8.39157E+017, File op A27 Stilstaand verkeer #A27 #A27_ULV #file #fileleed #verkeer https://t.co/B0IuamPqAY,51.54384,4.81392,7,3
8.39157E+017, File op A4 Stilstaand verkeer #A4 #A4_WPL #file #fileleed #verkeer https://t.co/VLSp4pEWn9,52.24501,4.66462,8,4
8.39157E+017, File op A58 Langzaam rijdend tot stilstaand verkeer #A58 #A58_GHL #file #fileleed #verkeer https://t.co/TxhAmg3qNB,51.53677,5.07637,9,1
8.39157E+017, File op N256 Stilstaand verkeer #N256 #N256_WOL #file #fileleed #verkeer https://t.co/gp8uVQEdtw,51.56764,3.85303,10,2
8.39158E+017, P 1 Brandmelding OMS NDSM-WERF KINETISCH NOORD   tt. Neveritaweg 15 Amsterdam [ 13GG04 13DRM ] https://t.co/qykN0fgdNN #p2000,52.4007782,4.8939248,11,3
8.39158E+017, HILVERSUM: vermist omgeving Loosdrechtseweg/Diependaalselaan 81 jarige dame bruine broek groen shirt lbruin vest https://t.co/GKb0cBICRu,52.21430778,5.15094915,12,4
8.39158E+017, Hilversum - vermist omgeving Loosdrechtseweg/Diependaalselaan 81 jarige dame bruine broek groen shirt lbruin vest ...https://t.co/WJ2XS0E6oz,52.21430778,5.15094915,4,1
8.39158E+017, De teddybeertjes van Cognitio 😂 @ Cognitio Nederland B.V. https://t.co/JgWPXZPDWK,52.0488799,4.282,5,2
8.39158E+017, Zondag 26 Maart een heerlijke Brunch bij de Harbour Kitchen.. We bouwen een feestje en raken de… https://t.co/lkuoCyfR49,52.34795574,4.8849317,6,3
8.39158E+017, File op A50 Stilstaand verkeer #A50 #A50_PAA #file #fileleed #verkeer https://t.co/fnZDJYm8vl,51.74155,5.58656,7,4
8.39158E+017, File op N214 Stilstaand verkeer #N214 #N214_LJH #file #fileleed #verkeer https://t.co/M55mBlC8nQ,51.89924,4.92543,8,1
8.39159E+017, File op E25 Stilstaand verkeer #E25 #E25_PDW #file #fileleed #verkeer https://t.co/Tiri5LzVro,52.04607,5.0646,9,2
8.39159E+017, File op A59 Stilstaand verkeer #A59 #A59_DUS #file #fileleed #verkeer https://t.co/dIj50wLhTF,51.69404,4.96357,10,3
8.39159E+017, File op A1 Stilstaand verkeer #A1 #A1_MWN #file #fileleed #verkeer https://t.co/2lie68z5AG,52.23487,6.19323,11,4
8.39159E+017, Nieuwe BRON Nederland: Nederland  idx patriotten en democraten 1787-1795 [MEER  PDF] -&gt; 'namenlijst'… https://t.co/aGWZkmON1f #genealogie,51.76080568,4.5526142,12,1
8.39159E+017, #AMSTERDAM Opschaling | P 2 Brand Industrie (Grip: 0) (BrOn : Contact Ploegleider) (Zeer Grote Brand) (13GG02)   | https://t.co/FbZcfpxE2u,52.3854667,4.9238407,13,2
8.39159E+017, Bijna thuis (@ Rechtbank Midden-Nederland  locatie Lelystad) https://t.co/MVvvD4njIs,52.50791654,5.47214735,4,3
8.39159E+017, B1 13406 Rit 28151 Amsterdam Nieuwezijds Voorburgwal 1012RD 35 Basisteam Centrum Burgwallen https://t.co/RGpNSWAz2G #p2000,52.3761231,4.8935832,5,4
8.3916E+017, File op A12 Langzaam rijdend tot stilstaand verkeer #A12 #A12_DRI #file #fileleed #verkeer https://t.co/VXAujKwf7l,52.05979,5.2166,6,1
8.3916E+017, A1 13108 Rit 28152 Amsterdam Van Abbestraat 1064PK 71 https://t.co/3uM4mKuMHm #p2000,52.3651868,4.828693,4,2
8.3916E+017, #ICDirect 960 (V 18:37 van Amsterdam) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,52.37888718,4.90027761,5,3
8.39161E+017, A1 13163 Rit 28153 Amsterdam Elandsgracht 1016TT 117 Celle complex Hoofdbureau https://t.co/wS4UrUu6jm #p2000,52.3688969,4.8786868,6,4
8.39161E+017, File op A58 Stilstaand verkeer #A58 #A58_BES #file #fileleed #verkeer https://t.co/aaTa6MeqYu,51.49284,5.33647,7,1
8.39161E+017, File op E35 Stilstaand verkeer #E35 #E35_CEN #file #fileleed #verkeer https://t.co/5xjWWnPIIS,52.07179,5.07205,8,2
8.39161E+017, File op A27 Stilstaand verkeer #A27 #A27_GAL #file #fileleed #verkeer https://t.co/9F9snEnNRv,51.52616,4.75295,9,3
8.39161E+017, .@D66: leuk dat jullie actief zijn  maar rennende mensen willen hun trein halen en willen geen folder of praatje. ;) https://t.co/ZfNySlVNoz,51.6905626,5.29688914,10,4
8.39162E+017, Deze dagen zijn we stuntende als een Sony VX1000. En mama  ben weer gestopt met smoken. 💕📸: TB… https://t.co/h6UnTsXCBP,52.35701,4.89983,11,1
8.39162E+017, File op E35 Stilstaand verkeer #E35 #E35_PJN #file #fileleed #verkeer https://t.co/CUOnqaqS2I,52.07525,5.07365,12,2
