id,tag,lat,long,tweet
837925382569459700,pvda, 52.45359387, 4.96675238, Over vrouwenhaat en sociale media: https://t.co/nOHUYAQDcA
837926136927649800,pvda, 52.45352807, 4.96657392, Maar gelukkig ook aardige mannen op sociale media: @MarioSPWaterlnd: Wethouder #LauraBromet lost het probleem over herstel kademuren op👍🏼
837967884664127500,d66, 52.34882519, 4.87738491, Zaterdag campagnedag!! #stemd66 #👍 #goedonderwijs @ De Beethovenstraat https://t.co/iOkoEzB6Yv
837996049830666200,pvda, 52.3765, 4.89589, Today: BLUF Amsterdam Night Social The Web 10 PM #BLUFclub #leatheruniform #gayleather https://t.co/kIlpVseEnD
838017651662192600,pvda, 52.36970843, 4.85097976, Election time  11 days before. #pvda #stem #elections #netherlands #march15 @ Mercatorplein https://t.co/03zryRU0Xh
838019072663175200,pvv, 52.3731, 4.8922, #wilderswillenwelnee #gewild #wild #willen #waarom #hoedan #dusdat… https://t.co/pZij2RwQwc
838060484108550100,vvd, 52.39398971, 4.88725586, MWNL -  Overgewicht zou kans op kanker volgens onderzoekers vergroten' - Mensen die vijf kilo zwaarder zijn dan… https://t.co/YTpIAZz3XD
838060484108550100,d66, 52.39398971, 4.88725586, MWNL -  Overgewicht zou kans op kanker volgens onderzoekers vergroten' - Mensen die vijf kilo zwaarder zijn dan… https://t.co/YTpIAZz3XD
838060486998437900,vvd, 52.39398971, 4.88725586, MWNL -  Nieuw project wil gezonde leefstijl bij mensen met verstandelijke beperking bevorderen - Het heet… https://t.co/WDaODs6laM
838060486998437900,d66, 52.39398971, 4.88725586, MWNL -  Nieuw project wil gezonde leefstijl bij mensen met verstandelijke beperking bevorderen - Het heet… https://t.co/WDaODs6laM
838061394243235800,sp, 52.39111, 4.91833, CEO Sander Bos bij de opening van @VRarcadeADAM #ondernemer #doorzetten #toekomst @ Amsterdam-Noord https://t.co/8v2NPbWOhO
838070154898583600,gl, 52.45339717, 4.96657261, @JohanLok1 @PietvanMourik @BasEickhout de gemiddelde leeftijd is niet zo'n probleem hoor bij @groenlinks :-)
838108547367895000,vvd, 52.39398971, 4.88725586, MWNL -  365 dagen met vlees - Deze week ging de zesde editie van Dagen zonder Vlees van start. Door mensen aan te… https://t.co/qW4MmpPeH1
838108547367895000,d66, 52.39398971, 4.88725586, MWNL -  365 dagen met vlees - Deze week ging de zesde editie van Dagen zonder Vlees van start. Door mensen aan te… https://t.co/qW4MmpPeH1
838114475593039900,gl, 52.4534323, 4.96638768, Vandaag ging GroenLinks praten met de boer op Marken https://t.co/QEWggkB3NY
838289524870492200,vvd, 52.310833, 4.8325, Op deze heuvel gaan mensen zich in de strijd vandaag serieus opblazen. En ik ga er met plezier… https://t.co/C2C5SjgJM2
838289524870492200,d66, 52.310833, 4.8325, Op deze heuvel gaan mensen zich in de strijd vandaag serieus opblazen. En ik ga er met plezier… https://t.co/C2C5SjgJM2
838323305748693000,sgp, 52.3092179, 4.76354161, Sunday workday. #airportlife #schiphol #airport #amsterdam #netherlands #europe #guy #dutch… https://t.co/sGP6TgveS6
838330894263926800,sgp, 52.318571, 4.843613, Uitslagen Phanos Boscross/Runnersworld NK Cross  Amstelveen: https://t.co/FyV4sgpUua
838349435692265500,sp, 52.37725317, 4.74865606, HAARLEMMERMEER: pol. zwanenburg zoekt 3 getinte mannen  30 jr  1 mager zw.muts  rasta haar rood jack 1 camoufl j https://t.co/6kdBmJcwmu
838349691171504100,sp, 52.37725317, 4.74865606, Haarlemmermeer - pol. zwanenburg zoekt 3 getinte mannen  30 jr  1 mager zw.muts  rasta haar rood jack 1 camoufl ja...https://t.co/2XgvPSJhCi
838350707501719600,sp, 52.37534931, 4.80096164, Latte macchiatto  homemade donuts en een homemade appelbroodje. @ Eindpunt 21 https://t.co/L8nomYlW8J
838396149463658500,sgp, 52.34271368, 4.88914619, #SIMARINE #PICOAdvanced #Battery Monitorwith Real-Time Battery Health™ functionHighly… https://t.co/1qHSgPc3bx
838406891831078900,vvd, 52.37387263, 4.90373535, MWNL -  Overgewicht zou kans op kanker volgens onderzoekers vergroten' - Mensen die vijf kilo zwaarder zijn dan… https://t.co/PVdZjqjvEE
838406891831078900,d66, 52.37387263, 4.90373535, MWNL -  Overgewicht zou kans op kanker volgens onderzoekers vergroten' - Mensen die vijf kilo zwaarder zijn dan… https://t.co/PVdZjqjvEE
838423054136987600,vvd, 52.37387263, 4.90373535, MWNL -  Nieuw project wil gezonde leefstijl bij mensen met verstandelijke beperking bevorderen - Het heet… https://t.co/9jnSV0WnRU
838423054136987600,d66, 52.37387263, 4.90373535, MWNL -  Nieuw project wil gezonde leefstijl bij mensen met verstandelijke beperking bevorderen - Het heet… https://t.co/9jnSV0WnRU
838470559910391800,pvda, 52.36240836, 4.9038221, Asscher krijgt nog even uitleg over de knoppen #carredebat #politiek #verkiezingen #15maart2017… https://t.co/xcLVgMAgN0
838471689998491600,vvd, 52.37387263, 4.90373535, MWNL -  365 dagen met vlees - Deze week ging de zesde editie van Dagen zonder Vlees van start. Door mensen aan te… https://t.co/a0PmqHMxml
838471689998491600,d66, 52.37387263, 4.90373535, MWNL -  365 dagen met vlees - Deze week ging de zesde editie van Dagen zonder Vlees van start. Door mensen aan te… https://t.co/a0PmqHMxml
838485532095180800,50p, 52.3731, 4.8922, Naast de uitstekende service wat Blazinghookahfast aanbied  hebben wij ook frisse &amp; fruitige… https://t.co/Da9Bk1Gt3n
838490112468136000,sp, 52.3612998, 4.8767679, A1 13178 Rit 27363 Amsterdam Roemer Visscherstraat 1054EV 1 Hotel Owl https://t.co/5fEqOGXXKk #p2000
838492012131266600,gl, 52.45352427, 4.96655762, @JeroendeGlas @diederiktencate @jesseklaver @groenlinks illustratief
838496293152510000,50p, 52.4535242, 4.96649392, @angarant dat interview met Krol
838516039835078700,pvda, 52.38267, 4.87083, Doing bumpout with ASSCHER! @ De Buurman Amsterdam https://t.co/zAZnubcfVW
838540580372299800,50p, 52.32220343, 4.95691674, Ik heb helemaal niks met 50PLUS maar Henk Krol heeft het Carré-debat net wel even gemurderd hoor.
838664669971763200,gl, 52.26062288, 4.64813654, @janneke_eigeman @groenlinks jazeker! Wij waren zaterdag nog praten met de boer https://t.co/LcMmwFG5Mu
838683821478412300,vvd, 52.3731, 4.8922, Take me back 🚲Hello ma #teamsagesse🌙   avez-vous vu ma dernière vidéo sur mon séjour à… https://t.co/bbs9jqMvvd
838708997972766700,sp, 52.3617584, 4.8781814, A1 13162 Rit 27565 Amsterdam Roemer Visscherstraat 1054EX 10 Hotel Roemer Visscher https://t.co/t8ZvsuNThd #p2000
838710080111530000,50p, 52.3229004, 4.9723878, Team Zuidoost informeert de Ouderen Adviesraad Zuidoost over wooncoaches en energiecoaches.  Behoefte aan advies? G… https://t.co/mORouHPRJU
838747856366407700,50p, 52.3420837, 4.8384711, Die matroos moet overboord gegooid worden en Krol was een BAAS. #debatgemist #spuitelf
838765474586452000,50p, 52.371212, 4.85251844, On we go! Redigeren en aanbiedingsvergadering van morgen voorbereiden (@ Café Cook in Amsterdam  Netherlands) https://t.co/mKAqsxi7Gl
838820440818724900,vvd, 52.300485, 4.662072, Hang rond met Danielle en andere leuke mensen in de buurt  als jij je aanmeldt voor Badoo! https://t.co/G68WCbORtU
838820440818724900,d66, 52.300485, 4.662072, Hang rond met Danielle en andere leuke mensen in de buurt  als jij je aanmeldt voor Badoo! https://t.co/G68WCbORtU
838834126484537300,sp, 52.3840927, 4.8840628, Happy Bday Rob Boonzajer!!!! @ Roode Bioscoop https://t.co/eCnjOqh1qq
838835364601147400,sp, 52.3840927, 4.8840628, Happy Bday Rob!!!!! @ Roode Bioscoop https://t.co/74nrnaaRzc
838880175219695600,gl, 52.45347333, 4.96677107, @NickyvWanrooij verkiezingsprogramma GroenLinks zegt 16 jaar. Dat is wat telt.
839025805166510100,gl, 52.3632789, 4.9000349, De stadsgezichten van Henk Hofstra hangen bij Lunchcafé Klaver 4 in de Utrechtsestraat 69 in… https://t.co/O0hfyykk2y
839030622823845900,d66, 52.45432908, 5.0374249, @JacobKes @SPnl neehoor  vol zelfvertrouwen :-) maar wel ongeduldig
839042745184501800,vvd, 52.344349, 4.774225, Hang rond met Danielle en andere leuke mensen in de buurt  als jij je aanmeldt voor Badoo! https://t.co/qpySiiATED
839042745184501800,d66, 52.344349, 4.774225, Hang rond met Danielle en andere leuke mensen in de buurt  als jij je aanmeldt voor Badoo! https://t.co/qpySiiATED
839049291809292300,pvda, 52.19879242, 4.86986657, Vandaag een leuke dag social media coaching! @yubuynl @ Molenland - Mijdrecht https://t.co/wtSZtuxki4
839070338692546600,sp, 52.362222, 4.91266366, AMSTERDAM: Nav winkeldiefstal  Sarphatistraat  zoeken wij een getinte man  170 lang  blauwe muts  grijze jas  sp https://t.co/dRoVF3B0Mr
839087798447591400,pvda, 52.3947, 4.84632, Going viral yet? 🤔 #socialmedia #teacher #course #srm #amsterdam #business #girlboss #squad… https://t.co/27ijPymDzY
839097313360408600,vvd, 52.37722611, 4.89824219, #Egaylity -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in… https://t.co/IjASEEmRAh
839097313360408600,d66, 52.37722611, 4.89824219, #Egaylity -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in… https://t.co/IjASEEmRAh
839097317298860000,vvd, 52.44168021, 4.90868926, #Egaylity -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in… https://t.co/ti0HKSobQ1
839097317298860000,d66, 52.44168021, 4.90868926, #Egaylity -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in… https://t.co/ti0HKSobQ1
839097322566910000,vvd, 52.37722611, 4.89824219, #Egaylity -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in… https://t.co/GcDZ7z8trQ
839097322566910000,d66, 52.37722611, 4.89824219, #Egaylity -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in… https://t.co/GcDZ7z8trQ
839101597040902100,sp, 52.4489, 5.02938, Eindelijk te koop  het eerste duurzaam geproduceerde commerciële Broodbier in Nederland @… https://t.co/g9j5NUuPjj
839102268632776700,50p, 52.41582261, 4.89990234, NL |  Ouderen leven langer  zijn gezonder en rijker https://t.co/i3i0rTttRp
839104219227512800,50p, 52.37877, 4.85139, Onze postbode bracht zojuist de eerste catalogus voor de #zomeraanbieding. Altijd vlot  die… https://t.co/eiRd2QxOHf
839105282957537300,50p, 52.34338022, 4.91743786, We mogen weer! deltalloyd #5openrij #pop #pensioenkampioen🏆#succesmoetjevieren #trotsalseenpauw… https://t.co/BffHltc2BQ
839109332750979100,gl, 52.45442765, 5.03739908, @JWK18 @MarkerNews @BasEickhout @GLWaterland @OmroepPIM en leuke film en foto's!
839126057999548400,gl, 52.4543788, 5.03727109, En weer een zetel erbij voor GroenLinks in de peiling van vandaag.
839130181742673900,vvd, 52.39398971, 4.88725586, NL |  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in armoede… https://t.co/IU0R6jnMBD
839130181742673900,d66, 52.39398971, 4.88725586, NL |  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in armoede… https://t.co/IU0R6jnMBD
839137232103559200,pvda, 52.35428, 4.91275, Fit worden en tegelijkertijd je zwemtechniek verbeteren? Dat gaat sneller dan je denkt met… https://t.co/YOWgAlbXG4
839146393818128400,50p, 52.37722611, 4.89824219, #Egaylity -  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het… https://t.co/UCJ0MFPohl
839146483517530100,50p, 52.44168021, 4.90868926, #Egaylity -  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het… https://t.co/Cxl0C9ivSe
839146489733533700,50p, 52.37722611, 4.89824219, #Egaylity -  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het… https://t.co/veJnnxFK4V
839163147730575400,50p, 52.39398971, 4.88725586, NL |  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het Centraal… https://t.co/6glB0p1OPr
839179171960086500,gl, 52.45352653, 4.96655616, En ook bij Maurice de Hond weer een extra zetel voor GroenLinks. We staan nu op 18.
839217904080076800,vvd, 52.37723, 4.93876, Super leuke avond polspotten gervasoni1882 met leuke mensen  een hapje en een drankje  hele… https://t.co/4HCBNOdGop
839217904080076800,d66, 52.37723, 4.93876, Super leuke avond polspotten gervasoni1882 met leuke mensen  een hapje en een drankje  hele… https://t.co/4HCBNOdGop
839248390017990700,d66, 52.45351349, 4.96646277, @WennBee dank voor je vertrouwen :-) ik zal mijn best doen
839381775436644400,cda, 52.45353402, 4.96656488, Buma op de radio. Denkt niet dat kilometerheffing technisch mogelijk is maar gelooft wel in zelfrijdende auto's.
839389117158842400,vvd, 52.37387263, 4.90373535, MWNL -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in armoede… https://t.co/jFa8hNXdcS
839389117158842400,d66, 52.37387263, 4.90373535, MWNL -  Het effect van armoede op de ontwikkeling van de hersenen - Tegen hoeveel factoren moeten mensen in armoede… https://t.co/jFa8hNXdcS
839414324733050900,sgp, 52.3731, 4.8922, Ein heftig entspannter Urlaub  #HNKJ 😬 #amsterdam #amsterdamcity #netherlands #traveltheworld… https://t.co/ZAKPSGPFiE
839437563257462800,50p, 52.37387263, 4.90373535, MWNL -  Ouderen leven langer  zijn gezonder en rijker - De cijfers  vanochtend bekend gemaakt door het Centraal… https://t.co/QBuAkl3QWJ
839758424485335000,gl, 52.31235718, 4.94404142, Opboux De Meetup @groenlinks (at @AFASLive in Amsterdam  Noord-Holland) https://t.co/oDtXeXLcku https://t.co/AflEcMMmNR
839795427587272700,sp, 52.35436599, 4.88441424, Biefstuk ossenhaas "De Roode Waard" voor #amsterdamcookbook #amsterdam #loetje #loetjeamsterdam… https://t.co/xB0whB8vs6
839823602035933200,sp, 52.36501, 4.88161, BROODS - FREE @ Melkweg Amsterdam https://t.co/WCFevlnMmS
839825175528906800,cu, 52.41582261, 4.89990234, NL |  Homoseksuelen welkom bij de ChristenUnie https://t.co/Ro18ol7CX1
839825190737465300,50p, 52.41582261, 4.89990234, NL |  Van Dam en Van Rijn beginnen project gezonde voeding voor ouderen https://t.co/tfGkAYzu7U
839844581789290500,cda, 52.30148314, 4.63170179, #schoolzwemmen (@ Sportcomplex Koning Willem-Alexander - @hvdsport) https://t.co/vDBOOJiuZu https://t.co/cDaboLBUbG
839858881354346500,cu, 52.44168021, 4.90868926, #Egaylity -  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en… https://t.co/6ebzVmZyOD
839858887427686400,cu, 52.37722611, 4.89824219, #Egaylity -  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en… https://t.co/e7C8ER19yj
839859086040551400,cu, 52.37722611, 4.89824219, #Egaylity -  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en… https://t.co/vP4iJGcjxG
839871318333907000,cu, 52.39398971, 4.88725586, NL |  Homoseksuelen welkom bij de ChristenUnie - "Iedereen die bij een open bijbel politiek wil bedrijven en lid is… https://t.co/NZzA3tzyE6
839875324284321800,50p, 52.37722611, 4.89824219, #Egaylity -  Van Dam en Van Rijn beginnen project gezonde voeding voor ouderen - Bij 65-plussers komt relatief vaak… https://t.co/Lw12YLnxxF
839875341690650600,50p, 52.44168021, 4.90868926, #Egaylity -  Van Dam en Van Rijn beginnen project gezonde voeding voor ouderen - Bij 65-plussers komt relatief vaak… https://t.co/DFEJ2KTZOL
839875349680840700,50p, 52.37722611, 4.89824219, #Egaylity -  Van Dam en Van Rijn beginnen project gezonde voeding voor ouderen - Bij 65-plussers komt relatief vaak… https://t.co/NN9jhFFypJ
839885604938641400,gl, 52.31232, 4.9442199, Gearriveerd bij AFAS Live voor de meetup van #GroenLinks! #Klaver #stemvoorverandering… https://t.co/cVgioya9tc
839885738523123700,vvd, 52.38503046, 4.93013859, Ik snap niet wat mensen hier leuk aan vinden om te werken en wonen https://t.co/LWcod3phoR
839885738523123700,d66, 52.38503046, 4.93013859, Ik snap niet wat mensen hier leuk aan vinden om te werken en wonen https://t.co/LWcod3phoR
839888551244267500,50p, 52.39398971, 4.88725586, NL |  Van Dam en Van Rijn beginnen project gezonde voeding voor ouderen - Bij 65-plussers komt relatief vaak… https://t.co/vKxbjxQovB
839891039972380700,sp, 52.4450208, 4.8368162, #alarm P1 Ongeval Wegvervoer Letsel Panneroodstraat/Ds. Martin Luther Kingweg Zaandam - Panneroodstraat 110  1503 XC Zaandam  Netherlands
839920124610084900,gl, 52.31232, 4.9442199, Groen rechts  groen links. Applaus! 🎶#groenlinks #jesse #letsdothis @ AFAS Live https://t.co/u4josBJL7c
839920446841712600,gl, 52.31235718, 4.94404142, We the people. #Klaver (at @AFASLive in Amsterdam  Noord-Holland) https://t.co/DQ2TI905O4
839924117713391600,pvda, 52.3731, 4.8922, ASOT804 🎧 Progressive Pick 👌🏻#asotfestival #trance #trancefamily #arminvanbuuren #dj #artist… https://t.co/GNzwl7osKX
839931601119297500,cda, 52.207715, 4.861057, AX UnitTest: testStatusUpdate with location - Latitude 52 21 Longitude 4 86 - D7375E1D-0547-47E1-82C2-CDAE1C9BE9D3
839937849277440000,sp, 52.371829, 4.896035, met een zoet broodje erbij (@ Oriental City in Amsterdam  Noord-Holland) https://t.co/gO4efHzb6K https://t.co/7WE92y3kKJ
839960023065301000,sp, 52.36446321, 4.88213883, Hup  broodje  hup! https://t.co/yfTDfQMKYq
840126451525402600,sp, 52.37881508, 4.89947899, Rijzig rood #AmsterdamCS (@ Amsterdam Centraal Railway Station in Amsterdam  Noord-Holland) https://t.co/9gKhSym2Ua https://t.co/kCggnnnkse
840144320845889500,vvd, 52.339414, 4.780487, Hang rond met Danielle en andere leuke mensen in de buurt  als jij je aanmeldt voor Badoo! https://t.co/0sD2s4SXXY
840144320845889500,d66, 52.339414, 4.780487, Hang rond met Danielle en andere leuke mensen in de buurt  als jij je aanmeldt voor Badoo! https://t.co/0sD2s4SXXY
840178438346432500,vvd, 52.37722611, 4.89824219, #Egaylity -  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in… https://t.co/MTGm4ORciU
840178438346432500,d66, 52.37722611, 4.89824219, #Egaylity -  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in… https://t.co/MTGm4ORciU
840178480398524400,vvd, 52.44168021, 4.90868926, #Egaylity -  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in… https://t.co/c14MkWSLmd
840178480398524400,d66, 52.44168021, 4.90868926, #Egaylity -  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in… https://t.co/c14MkWSLmd
840178489944825900,vvd, 52.37722611, 4.89824219, #Egaylity -  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in… https://t.co/DdVqiVcQxL
840178489944825900,d66, 52.37722611, 4.89824219, #Egaylity -  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in… https://t.co/DdVqiVcQxL
840185251980697600,vvd, 52.41582261, 4.89990234, NL |  Meer mensen overleden deze winter https://t.co/l5T1ZVpM13
840185251980697600,d66, 52.41582261, 4.89990234, NL |  Meer mensen overleden deze winter https://t.co/l5T1ZVpM13
840197745692594200,cda, 52.37733, 4.91732, Spring vibes 🌟🌸 #friday #selfie #officelife #springvibes #sunnyday #miyagiIn the listening… https://t.co/6ZMGWwCcDA
840199359098695700,vvd, 52.4380655, 4.8292739, Als je niet wilt dat de #VVD gaat regeren moet je zeker niet op het #CDA of #D66 stemmen
840199359098695700,cda, 52.4380655, 4.8292739, Als je niet wilt dat de #VVD gaat regeren moet je zeker niet op het #CDA of #D66 stemmen
840199359098695700,d66, 52.4380655, 4.8292739, Als je niet wilt dat de #VVD gaat regeren moet je zeker niet op het #CDA of #D66 stemmen
840211686552424400,vvd, 52.3349075, 4.8731634, B1 13117 Rit 29380 Amsterdam De Boelelaan 1081HV 1117 VU 5D Holding cardiologie https://t.co/SHJvVDx7l9 #p2000
840216494491357200,vvd, 52.39398971, 4.88725586, NL |  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in dezelfde… https://t.co/krvLlLvdzh
840216494491357200,d66, 52.39398971, 4.88725586, NL |  Meer mensen overleden deze winter - Tijdens deze winter zijn tot nu toe meer mensen overleden dan in dezelfde… https://t.co/krvLlLvdzh
840240598976217100,sp, 52.30256423, 4.96009179, AMSTERDAM: Ivm poging inbraak Nieuwersluishof: 2 jongens  1 blank  1 donker getint  30 jaar  kort rood jack met https://t.co/H6cIaMPKdH
840240632618733600,sp, 52.30256423, 4.96009179, Amsterdam - Ivm poging inbraak Nieuwersluishof: 2 jongens  1 blank  1 donker getint  30 jaar  kort rood jack met c...https://t.co/kgGb5ORfJd
840244736954900500,sp, 52.45346863, 4.96655616, "Klaver was gisteren fenomenaal. Je hoopt dat je in de toekomst zes Klavers hebt in de politiek.” https://t.co/SFgT0hWLi1
840244736954900500,gl, 52.45346863, 4.96655616, "Klaver was gisteren fenomenaal. Je hoopt dat je in de toekomst zes Klavers hebt in de politiek.” https://t.co/SFgT0hWLi1
840247806849871900,gl, 52.3324135, 4.9136925, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink @ Stichting Noodzaak https://t.co/MhrwCkc7as
840248913936318500,vvd, 52.39398971, 4.88725586, NL |  Het kabinet zou bruggen slaan maar het is niet gelukt - Het gaat niet beter met Nederland. 800.000 mensen… https://t.co/TUtekcOslc
840248913936318500,d66, 52.39398971, 4.88725586, NL |  Het kabinet zou bruggen slaan maar het is niet gelukt - Het gaat niet beter met Nederland. 800.000 mensen… https://t.co/TUtekcOslc
840252118233571300,sp, 52.3857, 4.86563, Even bijkomen van al die koffie bij Raïnaraï  met een wijntje  brood met hummus en linzensoep 👌🏼… https://t.co/CQEBvn0cT8
840256587780522000,d66, 52.3324135, 4.9136925, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink Artikel1 en D66 @… https://t.co/MhrwCkc7as
840256587780522000,gl, 52.3324135, 4.9136925, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink Artikel1 en D66 @… https://t.co/MhrwCkc7as
840260106826702800,pvda, 52.34215503, 4.84325353, Hot on the heels of @Armada label debut #feelikehome  Progressive house king pin @kleinenberg… https://t.co/05SZmN1SwQ
840315958501744600,vvd, 52.3731, 4.8922, Alleen maar lieve mensen! 💕 #love #friends #bestfriends #fridaynight #friday #drinks #home @… https://t.co/MpzcPSxKoF
840315958501744600,d66, 52.3731, 4.8922, Alleen maar lieve mensen! 💕 #love #friends #bestfriends #fridaynight #friday #drinks #home @… https://t.co/MpzcPSxKoF
840368852441681900,gl, 52.36597257, 4.89661693, professional groenlinks fangirl / memer @ RTL Late Night at NH Schiller Hotel https://t.co/aBq9W7Solk
840370577076559900,gl, 52.36597257, 4.89661693, professional groenlinks fangirl / memer @ RTL Late Night at NH Schiller Hotel https://t.co/8WL0EZG8C8
840463147928551400,pvda, 52.36501, 4.88161, What a night... Thank you @dvntownsend ! @melkweg #DevinTownsendProject #progressive #metal… https://t.co/YwG2u0j0fZ
840470768458838000,cu, 52.36792726, 4.85509803, John Angoh. That voice!#blessed #gospel #CUinactie #amsterdamchristenunie johnangoh… https://t.co/kq8zyjzWJ1
