id,twitterid,tag,lat,long,tweet,tagnr,id2,region
17,838330894263926800,sgp,52.318571,4.8436129999999995, Uitslagen Phanos Boscross/Runnersworld NK Cross  Amstelveen: https://t.co/FyV4sgpUua,800.0,17,0
18,838396149463658500,sgp,52.34271368,4.88914619, #SIMARINE #PICOAdvanced #Battery Monitorwith Real-Time Battery Health� functionHighly� https://t.co/1qHSgPc3bx,800.0,18,4
19,838470559910391800,pvda,52.36240836,4.9038221, Asscher krijgt nog even uitleg over de knoppen #carredebat #politiek #verkiezingen #15maart2017� https://t.co/xcLVgMAgN0,600.0,19,2
20,838490112468136000,sp,52.3612998,4.8767679, A1 13178 Rit 27363 Amsterdam Roemer Visscherstraat 1054EV 1 Hotel Owl https://t.co/5fEqOGXXKk #p2000,300.0,20,4
21,838492012131266600,gl,52.45352427,4.96655762, @JeroendeGlas @diederiktencate @jesseklaver @groenlinks illustratief,200.0,21,3
22,838496293152510000,50p,52.45352420000001,4.96649392, @angarant dat interview met Krol,900.0,22,1
23,838516039835078700,pvda,52.382670000000005,4.870830000000001, Doing bumpout with ASSCHER! @ De Buurman Amsterdam https://t.co/zAZnubcfVW,600.0,23,4
24,838540580372299800,50p,52.32220343,4.95691674, Ik heb helemaal niks met 50PLUS maar Henk Krol heeft het Carr�-debat net wel even gemurderd hoor.,900.0,24,3
25,838664669971763200,gl,52.26062288,4.64813654, @janneke_eigeman @groenlinks jazeker! Wij waren zaterdag nog praten met de boer https://t.co/LcMmwFG5Mu,200.0,25,4
26,838683821478412300,vvd,52.3731,4.8922, Take me back ?Hello ma #teamsagesse?   avez-vous vu ma derni�re vid�o sur mon s�jour �� https://t.co/bbs9jqMvvd,0.0,26,2
27,838708997972766700,sp,52.3617584,4.878181400000001, A1 13162 Rit 27565 Amsterdam Roemer Visscherstraat 1054EX 10 Hotel Roemer Visscher https://t.co/t8ZvsuNThd #p2000,300.0,27,4
28,838747856366407700,50p,52.3420837,4.8384711, Die matroos moet overboord gegooid worden en Krol was een BAAS. #debatgemist #spuitelf,900.0,28,2
29,838880175219695600,gl,52.45347333,4.96677107, @NickyvWanrooij verkiezingsprogramma GroenLinks zegt 16 jaar. Dat is wat telt.,200.0,29,3
30,839025805166510100,gl,52.3632789,4.9000349000000005, De stadsgezichten van Henk Hofstra hangen bij Lunchcaf� Klaver 4 in de Utrechtsestraat 69 in� https://t.co/O0hfyykk2y,200.0,30,2
31,839070338692546600,sp,52.362221999999996,4.91266366, AMSTERDAM: Nav winkeldiefstal  Sarphatistraat  zoeken wij een getinte man  170 lang  blauwe muts  grijze jas  sp https://t.co/dRoVF3B0Mr,300.0,31,2
32,839126057999548400,gl,52.45437879999999,5.03727109, En weer een zetel erbij voor GroenLinks in de peiling van vandaag.,200.0,32,3
33,839179171960086500,gl,52.45352653,4.96655616, En ook bij Maurice de Hond weer een extra zetel voor GroenLinks. We staan nu op 18.,200.0,33,3
34,839381775436644400,cda,52.45353402,4.96656488, Buma op de radio. Denkt niet dat kilometerheffing technisch mogelijk is maar gelooft wel in zelfrijdende auto's.,500.0,34,3
35,839414324733050900,sgp,52.3731,4.8922, Ein heftig entspannter Urlaub  #HNKJ ? #amsterdam #amsterdamcity #netherlands #traveltheworld� https://t.co/ZAKPSGPFiE,800.0,35,2
36,839758424485335000,gl,52.31235718,4.94404142, Opboux De Meetup @groenlinks (at @AFASLive in Amsterdam  Noord-Holland) https://t.co/oDtXeXLcku https://t.co/AflEcMMmNR,200.0,36,2
37,839825175528906800,cu,52.41582261,4.89990234, NL |  Homoseksuelen welkom bij de ChristenUnie https://t.co/Ro18ol7CX1,400.0,37,3
38,839844581789290500,cda,52.30148314,4.63170179, #schoolzwemmen (@ Sportcomplex Koning Willem-Alexander - @hvdsport) https://t.co/vDBOOJiuZu https://t.co/cDaboLBUbG,500.0,38,4
39,839858887427686400,cu,52.37722611,4.89824219," #Egaylity -  Homoseksuelen welkom bij de ChristenUnie -�""Iedereen die bij een open bijbel politiek wil bedrijven en� https://t.co/e7C8ER19yj",400.0,39,2
40,839858881354346500,cu,52.44168021,4.90868926," #Egaylity -  Homoseksuelen welkom bij de ChristenUnie -�""Iedereen die bij een open bijbel politiek wil bedrijven en� https://t.co/6ebzVmZyOD",400.0,40,1
41,839859086040551400,cu,52.37722611,4.89824219," #Egaylity -  Homoseksuelen welkom bij de ChristenUnie -�""Iedereen die bij een open bijbel politiek wil bedrijven en� https://t.co/vP4iJGcjxG",400.0,41,3
42,839871318333907000,cu,52.39398971,4.88725586," NL |  Homoseksuelen welkom bij de ChristenUnie -�""Iedereen die bij een open bijbel politiek wil bedrijven en lid is� https://t.co/NZzA3tzyE6",400.0,42,3
43,839885604938641400,gl,52.31232,4.9442199, Gearriveerd bij AFAS Live voor de meetup van #GroenLinks! #Klaver #stemvoorverandering� https://t.co/cVgioya9tc,200.0,43,4
44,839920124610084900,gl,52.31232,4.9442199, Groen rechts  groen links. Applaus! ?#groenlinks #jesse #letsdothis @ AFAS Live https://t.co/u4josBJL7c,200.0,44,2
45,839920446841712600,gl,52.31235718,4.94404142, We the people. #Klaver (at @AFASLive in Amsterdam  Noord-Holland) https://t.co/DQ2TI905O4,200.0,45,2
46,839931601119297500,cda,52.207715,4.861057, AX UnitTest: testStatusUpdate with location - Latitude 52 21 Longitude 4 86 - D7375E1D-0547-47E1-82C2-CDAE1C9BE9D3,500.0,46,4
47,840197745692594200,cda,52.37733,4.91732, Spring vibes ?? #friday #selfie #officelife #springvibes #sunnyday #miyagiIn the listening� https://t.co/6ZMGWwCcDA,500.0,47,4
48,840199359098695700,vvd,52.4380655,4.8292739000000005, Als je niet wilt dat de #VVD gaat regeren moet je zeker niet op het #CDA of #D66 stemmen,0.0,48,2
49,840211686552424400,vvd,52.3349075,4.8731634, B1 13117 Rit 29380 Amsterdam De Boelelaan 1081HV 1117 VU 5D Holding cardiologie https://t.co/SHJvVDx7l9 #p2000,0.0,49,2
50,840244736954900500,gl,52.45346863,4.96655616," ""Klaver was gisteren fenomenaal. Je hoopt dat je in de toekomst zes Klavers hebt in de politiek.� https://t.co/SFgT0hWLi1",200.0,50,3
51,840247806849871900,gl,52.3324135,4.913692500000001, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink @ Stichting Noodzaak https://t.co/MhrwCkc7as,200.0,51,4
52,840256587780522000,d66,52.3324135,4.913692500000001, Verkiezingsdebat wearehere met groenlinksamsterdam @rutgergrootwassink Artikel1 en D66 @� https://t.co/MhrwCkc7as,100.0,52,4
53,840368852441681900,gl,52.36597257,4.89661693, professional groenlinks fangirl / memer @ RTL Late Night at NH Schiller Hotel https://t.co/aBq9W7Solk,200.0,53,4
54,840370577076559900,gl,52.36597257,4.89661693, professional groenlinks fangirl / memer @ RTL Late Night at NH Schiller Hotel https://t.co/8WL0EZG8C8,200.0,54,4
55,840470768458838000,cu,52.36792726,4.85509803, John Angoh. That voice!#blessed #gospel #CUinactie #amsterdamchristenunie johnangoh� https://t.co/kq8zyjzWJ1,400.0,55,2
56,840472265586294800,cu,52.36792726,4.85509803, Quas G powerrrrr . Wouw!#gospel #rap #CUinactie christenunie @quasg @ Maranatha Ministries� https://t.co/xGuHdbFefJ,400.0,56,4
57,840522253422874600,d66,52.36666667,4.88333333, Birthday girl ??? #PardonMyFrenchAmy #bloggergirl #fashionblogger #lifestyle #breakfast� https://t.co/Isz3kDkd66,100.0,57,4
58,840564236451369000,cu,52.39398971,4.88725586," MWNL -  Homoseksuelen welkom bij de ChristenUnie -�""Iedereen die bij een open bijbel politiek wil bedrijven en lid� https://t.co/boK7w2Zgc1",400.0,58,4
59,840566182096830500,d66,52.357611,4.881619000000001, Women's March met de liefste @meltemd66 �n zelfgemaakt bordjes ? #womensmarch @ Museumplein https://t.co/4wbuCBfCZR,100.0,59,4
60,840602055274303500,sp,52.3612998,4.8767679, A1 13102 Rit 29829 Amsterdam Roemer Visscherstraat https://t.co/NOFQnD1Hdo #p2000,300.0,60,4
61,840612313140985900,sgp,52.3731,4.8922, With my Dutch cutie @steph_sbeih ? Thank you so much for showing us your favorite spots in town!� https://t.co/AlsGpM36Qq,800.0,61,4
62,840621437119541200,sgp,52.3395753,4.873271599999999, A1 13161 Rit 29847 Amsterdam Zuidplein 1077XV 10 Metro Amsterdam Zuid https://t.co/brIXJSgpUr #p2000,800.0,62,4
63,840644487663636500,cu,52.31373012,4.95127529, Mooie actie  flink veel CU-blauw en samen met o.a. @gertjansegers (1) Joel Voordewind (3) en� https://t.co/GODgJbHin4,400.0,63,4
64,840903757487603700,vvd,52.3445294,4.7837182, P 2 Dier in nood (13GG04) (Hond)   Zwarte Pad Amsterdam [ 13VVD ] https://t.co/GLBqoCn58Q #p2000,0.0,64,4
65,840911423949557800,cu,52.37387263,4.90373535," MWNL -  Homoseksuelen welkom bij de ChristenUnie -�""Iedereen die bij een open bijbel politiek wil bedrijven en lid� https://t.co/1K4c3s7jo9",400.0,65,2
66,841001206923182100,d66,52.310833,4.8325, #?????. ?????? ???? ? ????) @ Amsterdamse Bos https://t.co/9EbjbuD66c,100.0,66,3
67,841243054526804000,sgp,52.3092179,4.76354161, Thank you for everything. @ Amsterdam Airport Schiphol https://t.co/QD39SGPb9r,800.0,67,4
68,841340398459064300,vvd,52.4532144,4.96625928, De breuk tussen Wilders en Rutte zit beiden nog hoog.,0.0,68,3
69,841346610923753500,gl,52.45329324,4.96621636, Ik zou voor @groenlinks gaan.,200.0,69,2
70,841349950470537200,pvv,52.341229999999996,4.8899099999999995, Al dat gezeik over de PVV en die opgefokte Turken. En die verschrikkelijke honger op de wereld.� https://t.co/rnRx1Xp8n9,700.0,70,4
71,841414301743235100,cda,52.45302702,4.96589839, Alle problemen verdwijnen volgens het CDA als iedereen 1 paspoort heeft. #penj,500.0,71,1
72,842485653510135800,gl,52.3731,4.8932, ? Europa League? Van Barneveld? Camiel Eurlings? IJburg? GroenLinks2017/3/16 22:14 CET #trndnl https://t.co/tOVVBU3TJP,200.0,72,1
73,842495291991478300,sgp,52.3731,4.8922, ? @ Amsterdam  Netherlands https://t.co/usgpnymYWn,800.0,73,4
74,842533976124276700,pvda,52.3731,4.8932, Trend Alert: 'PvdA'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/S3zq0syO3x,600.0,74,3
75,842535983237099500,pvda,52.3731,4.8932, ? Van Gerwen? Boef? #rtl7darts? #munros? PvdA2017/3/17 01:31 CET #trndnl https://t.co/tOVVBU3TJP,600.0,75,2
76,842541022378836000,pvda,52.3731,4.8932, ? Boef? #Eurlings? #tk17? PvdA? Edith Schippers2017/3/17 01:56 CET #trndnl https://t.co/tOVVBU3TJP,600.0,76,1
77,842546052850839600,pvda,52.3731,4.8932, ? Boef? #Eurlings? #tk17? PvdA? Edith Schippers2017/3/17 02:17 CET #trndnl https://t.co/tOVVBU3TJP,600.0,77,3
78,842551087378788400,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? Edith Schippers? #uitslagenavond2017/3/17 02:31 CET #trndnl https://t.co/tOVVBU3TJP,600.0,78,0
79,842556118287044600,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? Edith Schippers? #uitslagenavond2017/3/17 02:51 CET #trndnl https://t.co/tOVVBU3TJP,600.0,79,1
80,842561150478774300,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? Edith Schippers? #uitslagenavond2017/3/17 03:11 CET #trndnl https://t.co/tOVVBU3TJP,600.0,80,3
81,842566180816670700,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? Edith Schippers? #uitslagenavond2017/3/17 03:36 CET #trndnl https://t.co/tOVVBU3TJP,600.0,81,2
82,842571214878994400,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? Edith Schippers? Baudet2017/3/17 03:56 CET #trndnl https://t.co/tOVVBU3TJP,600.0,82,1
83,842576254716923900,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? Edith Schippers? Baudet2017/3/17 04:16 CET #trndnl https://t.co/tOVVBU3TJP,600.0,83,0
84,842581301005762600,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? #gestemd? Edith Schippers2017/3/17 04:37 CET #trndnl https://t.co/tOVVBU3TJP,600.0,84,0
85,842586313475817500,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? #gestemd? Edith Schippers2017/3/17 04:57 CET #trndnl https://t.co/tOVVBU3TJP,600.0,85,1
86,842591341729071100,pvda,52.3731,4.8932, ? Boef? #tk17? PvdA? #gestemd? Edith Schippers2017/3/17 05:17 CET #trndnl https://t.co/tOVVBU3TJP,600.0,86,0
87,842600639234424800,pvda,52.3731,4.8932, Trend Alert: #PvdA. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/D7ifSdXHVS,600.0,87,1
88,842601420511563800,pvda,52.3731,4.8932, ? Boef? #tk17? #gestemd? #PvdA? Edith Schippers2017/3/17 05:57 CET #trndnl https://t.co/tOVVBU3TJP,600.0,88,1
89,842606461322645500,pvda,52.3731,4.8932, ? Boef? #tk17? #gestemd? #PvdA? Edith Schippers2017/3/17 06:12 CET #trndnl https://t.co/tOVVBU3TJP,600.0,89,0
90,842611474946170900,pvda,52.3731,4.8932, ? Boef? #tk17? #gestemd? #PvdA? Edith Schippers2017/3/17 06:36 CET #trndnl https://t.co/tOVVBU3TJP,600.0,90,1
91,842616549181599700,pvda,52.3731,4.8932, ? Boef? #tk17? #gestemd? #PvdA? Edith Schippers2017/3/17 06:46 CET #trndnl https://t.co/tOVVBU3TJP,600.0,91,1
92,842621545834926100,pvda,52.3731,4.8932, ? #tk17? #gestemd? #PvdA? Edith Schippers? Denk2017/3/17 07:16 CET #trndnl https://t.co/tOVVBU3TJP,600.0,92,0
93,842626576881672200,pvda,52.3731,4.8932, ? Boef? #rtl7darts? #tk17? PvdA? Edith Schippers2017/3/17 07:32 CET #trndnl https://t.co/tOVVBU3TJP,600.0,93,3
94,842631607668228100,pvda,52.3731,4.8932, ? Camiel Eurlings? #tk17? #ajakop? PvdA? #gestemd2017/3/17 07:51 CET #trndnl https://t.co/tOVVBU3TJP,600.0,94,2
95,842636642514948100,pvda,52.3731,4.8932, ? PvdA? Denk? #EuropaLeague? Baudet? Besiktas2017/3/17 08:16 CET #trndnl https://t.co/tOVVBU3TJP,600.0,95,1
96,842641668515934200,pvda,52.3731,4.8932, ? PvdA? #gestemd? Baudet? Besiktas? GroenLinks2017/3/17 08:36 CET #trndnl https://t.co/tOVVBU3TJP,600.0,96,1
97,842646733238632400,pvda,52.3731,4.8932, ? #tk2017? PvdA? Denk? Baudet? Tweede Kamer2017/3/17 08:51 CET #trndnl https://t.co/tOVVBU3TJP,600.0,97,2
98,842651738817486800,pvda,52.3731,4.8932, ? PvdA? #gestemd? Denk? Baudet? Tweede Kamer2017/3/17 09:11 CET #trndnl https://t.co/tOVVBU3TJP,600.0,98,3
99,842656773823590400,pvda,52.3731,4.8932, ? #tk2017? PvdA? Denk? Baudet? Tweede Kamer2017/3/17 09:36 CET #trndnl https://t.co/tOVVBU3TJP,600.0,99,1
100,842657514441199600,gl,52.3731,4.8932, Did you know that 'GroenLinks' was Trending Topic on Thursday 16 for 13 hours in Netherlands? https://t.co/XA6zcFatNZ #trndnl,200.0,100,1
101,842661801510625300,pvda,52.3731,4.8932, ? #tk2017? PvdA? Denk? Baudet? Tweede Kamer2017/3/17 09:56 CET #trndnl https://t.co/tOVVBU3TJP,600.0,101,1
102,842666830103683100,pvda,52.3731,4.8932, ? #ajakop? PvdA? DENK? Baudet? Tweede Kamer2017/3/17 10:16 CET #trndnl https://t.co/tOVVBU3TJP,600.0,102,1
103,842671867504734200,gl,52.3731,4.8932, ? #ajakop? DENK? Baudet? Tweede Kamer? GroenLinks2017/3/17 10:31 CET #trndnl https://t.co/tOVVBU3TJP,200.0,103,0
104,842676903769124900,gl,52.3731,4.8932, ? #Matchday? #WorldSleepDay? DENK? Baudet? GroenLinks2017/3/17 10:51 CET #trndnl https://t.co/tOVVBU3TJP,200.0,104,0
105,842684944199557100,pvda,52.3731,4.8932, Trend Alert: 'PvdA'er Ad Melkert'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/6oihPfa6Uu,600.0,105,3
106,842686966688698400,pvda,52.3731,4.8932, ? PvdA'er Ad Melkert? Rotterdams? #spexit? Chrome? #appdevcon2017/3/17 11:31 CET #trndnl https://t.co/tOVVBU3TJP,600.0,106,2
107,842692003276050400,pvda,52.3731,4.8932, ? PvdA'er Ad Melkert? Chrome? Rotterdams? #spexit? #appdevcon2017/3/17 11:57 CET #trndnl https://t.co/tOVVBU3TJP,600.0,107,1
108,842697034712862700,pvda,52.3731,4.8932, ? Nicolette Kluijver? The Daily Show? PvdA'er Ad Melkert? Chrome? Rotterdams2017/3/17 12:11 CET #trndnl https://t.co/tOVVBU3TJP,600.0,108,0
109,842702066271174700,pvda,52.3731,4.8932, ? Nieuw-West? #vbhc? PvdA'er Ad Melkert? #appdevcon? Chrome2017/3/17 12:36 CET #trndnl https://t.co/tOVVBU3TJP,600.0,109,0
110,842707099658281000,pvda,52.3731,4.8932, ? Nieuw-West? #vbhc? #appdevcon? PvdA'er Ad Melkert? Chrome2017/3/17 12:52 CET #trndnl https://t.co/tOVVBU3TJP,600.0,110,1
111,842712131111796700,pvda,52.3731,4.8932, ? #avscongres? #WorldSleepDay? #vbhc? PvdA'er Ad Melkert? Chrome2017/3/17 13:17 CET #trndnl https://t.co/tOVVBU3TJP,600.0,111,1
112,842729979968454700,cda,52.3731,4.8932, @KamranUllah Did you know that 'CDA 25' was Trending Topic for 2 hours? ? https://t.co/XA6zcESSWr @NederPiet #trndnl,500.0,112,3
113,842730016894926800,vvd,52.3731,4.8932, @dw_europe Did you know that 'VVD 32' was Trending Topic for 2 hours? ? https://t.co/XA6zcFatNZ @EWdeVlieger #trndnl,0.0,113,2
114,842730038302670800,pvv,52.3731,4.8932, @Martinbosma_pvv Did you know that 'Wijnand Duyvendak' was Trending Topic for 4 hours? ? https://t.co/XA6zcFatNZ @Dawn30The #trndnl,700.0,114,1
115,842730081424359400,vvd,52.3731,4.8932, @EWdeVlieger Did you know that 'VVD 33' was Trending Topic for 6 hours? ? https://t.co/XA6zcFatNZ #trndnl,0.0,115,0
116,842793397647634400,gl,52.3731,4.8932, 'GroenLinks' appeared on Thursday 16 at the 7th place in the Top20 of Netherlands's Trends: https://t.co/XA6zcFatNZ #trndnl,200.0,116,3
117,842828532644425700,gl,52.3731,4.8932, ? GroenLinks-kandidaat Isabelle Diks met voorkeurstemmen in Tweede Kamer https://t.co/M7gMtJuiUA,200.0,117,2
118,842843652447658000,gl,52.3731,4.8932, ? GroenLinks-kandidaat Isabelle Diks met voorkeurstemmen in Tweede Kamer https://t.co/ApaaHmwPuH,200.0,118,3
119,842848606000300000,pvda,52.36171324,4.90066954, Zou de #PvdA zich ook realiseren dat door het brede politieke landschap hun ruif volledig is leeggeroofd? Daar onvoldoende op geanticipeerd?,600.0,119,4
120,842855173852713000,cda,52.384209999999996,4.902880000000001, Out for a drink. @ A'DAM Lookout https://t.co/7MFWcdaiyY,500.0,120,2
121,842983131451805700,pvda,52.3731,4.8932, Trend Alert: 'PvdA-voorzitter Spekman'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/Z2YSxp1ufU,600.0,121,2
122,842983369000415200,pvda,52.3731,4.8932, @dekoran1 the 1st mention of 'PvdA-voorzitter Spekman' appears on your TL. Now is Trending Topic in Netherlands! #trndnl,600.0,122,0
123,842983370216751100,pvda,52.3731,4.8932, 235 users and 240 tweets (203 RTs) in 5 days made 'PvdA-voorzitter Spekman' a Trending Topic in Netherlands. #trndnl,600.0,123,1
124,842983371336704000,pvda,52.3731,4.8932, 2 575 120 people could have seen 'PvdA-voorzitter Spekman' since its 1st mention until it became a Trending Topic. #trndnl,600.0,124,0
125,842983372519481300,pvda,52.3731,4.8932, #Top3Apps for 'PvdA-voorzitter Spekman'Twitter Web Client 17%Twitter for iPhone 15%IFTTT 12%,600.0,125,1
126,842983373563863000,pvda,52.3731,4.8932, The tweet with the most impact of the 'PvdA-voorzitter Spekman' Trend  was published by @RTLnieuws: https://t.co/ZBDjUOSAc5 (135 RTs),600.0,126,0
127,842983374952128500,pvda,52.3731,4.8932, 5 verified accounts helped to turn 'PvdA-voorzitter Spekman' into a Trending Topic. Some of them: @NUnl  @vrtderedactie &amp; @RTLnieuws,600.0,127,3
128,842983899764420600,pvda,52.3731,4.8932, ? #SwallaVideo? Sharon Dijksma? #TheOriginals? #rodtwe? PvdA-voorzitter Spekman2017/3/18 07:11 CET #trndnl https://t.co/tOVVBU3TJP,600.0,128,3
129,842988929213112300,pvda,52.3731,4.8932, ? #SwallaVideo? Sharon Dijksma? #TheOriginals? #rodtwe? PvdA-voorzitter Spekman2017/3/18 07:36 CET #trndnl https://t.co/tOVVBU3TJP,600.0,129,0
130,842989672510832600,pvda,52.3731,4.8932, Did you know that 'PvdA' was Trending Topic on Friday 17 for 14 hours in Netherlands? https://t.co/pTTE8CDyOF #trndnl,600.0,130,0
131,842993963258675200,pvda,52.3731,4.8932, ? #SwallaVideo? Sharon Dijksma? #TheOriginals? #rodtwe? PvdA-voorzitter Spekman2017/3/18 07:56 CET #trndnl https://t.co/tOVVBU3TJP,600.0,131,0
132,842998994007597000,pvda,52.3731,4.8932, ? #echtepostiscool? #StPatricksDay? #tostigate? #PvdA? De Ligt2017/3/18 08:16 CET #trndnl https://t.co/tOVVBU3TJP,600.0,132,1
133,843004024487997400,pvda,52.3731,4.8932, ? #echtepostiscool? #tostigate? #PvdA? #TK17? #dorvvv2017/3/18 08:36 CET #trndnl https://t.co/tOVVBU3TJP,600.0,133,1
134,843009087264571400,pvda,52.3731,4.8932, ? #echtepostiscool? #tostigate? #PvdA? #TK17? #dorvvv2017/3/18 08:56 CET #trndnl https://t.co/tOVVBU3TJP,600.0,134,0
135,843014094269513700,pvda,52.3731,4.8932, ? #echtepostiscool? #matchday? #tostigate? #PvdA? #dorvvv2017/3/18 09:16 CET #trndnl https://t.co/tOVVBU3TJP,600.0,135,0
136,843018188019392500,d66,52.3731,4.8922, Another beautiful day! #amsterdam #jvlifestyle @ Amsterdam  Netherlands https://t.co/D66ub66VYz,100.0,136,2
137,843048944884158500,pvv,52.3731,4.8922, Friozinho  chuvinha...Mas bom... � Amsteram n�?#amsterdam #holanda #netherlands @� https://t.co/hapVvvsb9T,700.0,137,0
138,843068973147217900,d66,52.36993215,4.89030348, @ Amsterdam https://t.co/IdpdMd66NR,100.0,138,4
139,843184526935314400,vvd,52.3731,4.8932, Trend Alert: 'Aan Mark Rutte'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/DMt0LCcBkn,0.0,139,1
140,843185241032351700,vvd,52.3731,4.8932, @JeltjevanHouten the 1st mention of 'Aan Mark Rutte' appears on your TL. Now is Trending Topic in Netherlands! #trndnl,0.0,140,2
141,843185242252820500,vvd,52.3731,4.8932, 101 users and 102 tweets (88 RTs) in 22 hours made 'Aan Mark Rutte' a Trending Topic in Netherlands. #trndnl,0.0,141,0
142,843185243276234800,vvd,52.3731,4.8932, 75 919 people could have seen 'Aan Mark Rutte' since its 1st mention until it became a Trending Topic. #trndnl,0.0,142,3
143,843185244412903400,vvd,52.3731,4.8932, #Top3Apps for 'Aan Mark Rutte'Twitter for Android 33%Twitter for iPhone 27%Twitter Web Client 27%,0.0,143,3
144,843185245583155200,vvd,52.3731,4.8932, The tweet with the most impact of the 'Aan Mark Rutte' Trend  was published by @GerritHiemstra: https://t.co/43qL9IPc42 (38 RTs) #trndnl,0.0,144,2
145,843185271789174800,vvd,52.3731,4.8932, ? #kassatv? Sagan? Chelsea? Zwitserland? Aan Mark Rutte2017/3/18 20:31 CET #trndnl https://t.co/tOVVBU3TJP,0.0,145,1
146,843190307843850200,vvd,52.3731,4.8932, ? Bas Dost? Sagan? Chelsea? Pieter Derks? Aan Mark Rutte2017/3/18 20:56 CET #trndnl https://t.co/tOVVBU3TJP,0.0,146,2
147,843195339486113800,vvd,52.3731,4.8932, ? Bas Dost? Pieter Derks? Sagan? Chelsea? Aan Mark Rutte2017/3/18 21:16 CET #trndnl https://t.co/tOVVBU3TJP,0.0,147,0
148,843200368293040100,vvd,52.3731,4.8932, ? Bas Dost? Pieter Derks? Sagan? Chelsea? Aan Mark Rutte2017/3/18 21:31 CET #trndnl https://t.co/tOVVBU3TJP,0.0,148,0
149,843205412694323200,vvd,52.3731,4.8932, ? Pieter Derks? Bas Dost? Sagan? Aan Mark Rutte? Tijmen Eising2017/3/18 21:51 CET #trndnl https://t.co/tOVVBU3TJP,0.0,149,0
150,843210440914145300,vvd,52.3731,4.8932, ? Pieter Derks? Bas Dost? Roger Federer? Sagan? Aan Mark Rutte2017/3/18 22:16 CET #trndnl https://t.co/tOVVBTMiSh,0.0,150,1
